order_item_id,order_id,product_id,quantity,product_price,discount,discount_rate,sales,profit_ratio,order_item_total,benefit_per_order
179231,75916,1360,1,327.75,39.33000183,0.119999997,327.75,0.310000002,288.4200134,90.27999878
179230,75915,1360,1,327.75,42.61000061,0.129999995,327.75,0.460000008,285.1400146,131.1699982
179229,75914,1360,1,327.75,49.15999985,0.150000006,327.75,0.330000013,278.5899963,90.54000092
179228,75913,1360,1,327.75,52.43999863,0.159999996,327.75,0.300000012,275.3099976,82.58999634
179227,75912,1360,1,327.75,55.72000122,0.170000002,327.75,-0.059999999,272.0299988,-17.13999939
179226,75911,1360,1,327.75,59.0,0.180000007,327.75,0.090000004,268.7600098,23.64999962
179225,75910,1360,1,327.75,65.55000305,0.200000003,327.75,0.280000001,262.2000122,73.41999817
179224,75909,1360,1,327.75,81.94000244,0.25,327.75,0.460000008,245.8099976,113.0699997
179223,75908,1360,1,327.75,0.0,0.0,327.75,0.079999998,327.75,24.57999992
179222,75907,1360,1,327.75,3.279999971,0.01,327.75,-0.300000012,324.4700012,-97.33999634
179221,75906,1360,1,327.75,6.559999943,0.02,327.75,-1.330000043,321.2000122,-425.5799866
179220,75905,1360,1,327.75,9.829999924,0.029999999,327.75,0.479999989,317.9200134,152.6000061
179219,75904,1360,1,327.75,13.10999966,0.039999999,327.75,0.479999989,314.6400146,151.0299988
179218,75903,1360,1,327.75,16.38999939,0.050000001,327.75,0.200000003,311.3599854,62.27000046
179217,75902,1360,1,327.75,18.03000069,0.059999999,327.75,0.109999999,309.7200012,35.0
179216,75901,1360,1,327.75,22.94000053,0.07,327.75,0.189999998,304.8099976,57.29999924
179215,75900,1360,1,327.75,29.5,0.090000004,327.75,0.479999989,298.25,143.1600037
179214,75899,1360,1,327.75,32.77999878,0.100000001,327.75,0.460000008,294.980011,135.6900024
179213,75898,1360,1,327.75,39.33000183,0.119999997,327.75,0.460000008,288.4200134,132.6699982
179212,75897,1360,1,327.75,42.61000061,0.129999995,327.75,0.419999987,285.1400146,119.7600021
179211,75896,1360,1,327.75,49.15999985,0.150000006,327.75,0.109999999,278.5899963,31.47999954
179210,75895,1360,1,327.75,52.43999863,0.159999996,327.75,0.310000002,275.3099976,86.16999817
179209,75894,1360,1,327.75,55.72000122,0.170000002,327.75,0.479999989,272.0299988,130.5800018
179208,75893,1360,1,327.75,59.0,0.180000007,327.75,0.0,268.7600098,0.0
71956,28744,365,2,59.99000168,4.800000191,0.039999999,119.9800034,-0.270000011,115.1800003,-30.75
113598,45461,627,2,39.99000168,0.800000012,0.01,79.98000336,-1.549999952,79.18000031,-122.7300034
77757,31115,502,2,50.0,4.0,0.039999999,100.0,0.349999994,96.0,33.59999847
114401,45766,627,2,39.99000168,4.0,0.050000001,79.98000336,0.330000013,75.98000336,24.69000053
119405,47752,502,2,50.0,9.0,0.090000004,100.0,0.100000001,91.0,9.100000381
125135,50054,502,2,50.0,13.0,0.129999995,100.0,-0.25,87.0,-21.75
50842,20365,502,2,50.0,18.0,0.180000007,100.0,0.079999998,82.0,6.150000095
90273,36146,278,2,44.99000168,15.30000019,0.170000002,89.98000336,0.300000012,74.68000031,22.40999985
102921,41234,249,2,54.97000122,19.79000092,0.180000007,109.9400024,0.280000001,90.15000153,25.23999977
80250,32090,365,2,59.99000168,2.400000095,0.02,119.9800034,0.25999999,117.5800018,30.5699997
86866,34773,365,2,59.99000168,24.0,0.200000003,119.9800034,0.479999989,95.98000336,46.0699997
110025,44046,191,3,99.98999786,36.0,0.119999997,299.9700012,-0.699999988,263.9700012,-184.7799988
116033,46414,627,3,39.99000168,6.0,0.050000001,119.9700012,0.340000004,113.9700012,38.75
116462,46599,917,3,21.98999977,1.980000019,0.029999999,65.97000122,-0.059999999,63.99000168,-3.650000095
121134,48434,828,3,31.98999977,16.30999947,0.170000002,95.97000122,0.479999989,79.66000366,38.22999954
32072,12827,191,3,99.98999786,6.0,0.02,299.9700012,0.439999998,293.9700012,129.3500061
159828,63936,191,3,99.98999786,30.0,0.100000001,299.9700012,0.49000001,269.9700012,132.2899933
162548,65030,191,3,99.98999786,74.98999786,0.25,299.9700012,0.340000004,224.9799957,76.04000092
45253,18108,365,3,59.99000168,3.599999905,0.02,179.9700012,0.460000008,176.3699951,81.12999725
156394,62571,365,3,59.99000168,12.60000038,0.07,179.9700012,0.25999999,167.3699951,43.52000046
42919,17162,365,3,59.99000168,16.20000076,0.090000004,179.9700012,0.419999987,163.7700043,68.77999878
164735,65922,365,3,59.99000168,18.0,0.100000001,179.9700012,0.25,161.9700012,40.49000168
159829,63936,502,3,50.0,10.5,0.07,150.0,0.150000006,139.5,20.93000031
162007,64813,627,3,39.99000168,12.0,0.100000001,119.9700012,0.109999999,107.9700012,12.19999981
169747,67892,502,3,50.0,37.5,0.25,150.0,0.109999999,112.5,12.71000004
31344,12525,917,3,21.98999977,10.56000042,0.159999996,65.97000122,0.140000001,55.40999985,7.760000229
14664,5895,191,3,99.98999786,0.0,0.0,299.9700012,0.340000004,299.9700012,101.3899994
140970,56359,365,3,59.99000168,1.799999952,0.01,179.9700012,-1.600000024,178.1699982,-285.0700073
146701,58613,365,3,59.99000168,9.0,0.050000001,179.9700012,0.25,170.9700012,42.74000168
19564,7824,365,3,59.99000168,9.899999619,0.059999999,179.9700012,0.289999992,170.0700073,49.3199997
19544,7814,365,3,59.99000168,12.60000038,0.07,179.9700012,0.479999989,167.3699951,80.33999634
19542,7814,365,3,59.99000168,16.20000076,0.090000004,179.9700012,-0.159999996,163.7700043,-26.69000053
152161,60807,365,3,59.99000168,27.0,0.150000006,179.9700012,-0.769999981,152.9700012,-117.3300018
133456,53413,365,3,59.99000168,27.0,0.150000006,179.9700012,0.310000002,152.9700012,47.88000107
19707,7888,502,3,50.0,0.0,0.0,150.0,0.479999989,150.0,72.0
16956,6783,627,3,39.99000168,4.800000191,0.039999999,119.9700012,0.25999999,115.1699982,29.94000053
142502,56973,502,3,50.0,6.0,0.039999999,150.0,0.159999996,144.0,23.46999931
19563,7824,502,3,50.0,7.5,0.050000001,150.0,0.479999989,142.5,68.40000153
137932,55155,502,3,50.0,10.5,0.07,150.0,0.310000002,139.5,43.65999985
14921,5991,502,3,50.0,18.0,0.119999997,150.0,0.100000001,132.0,13.19999981
5671,2263,502,3,50.0,18.0,0.119999997,150.0,0.349999994,132.0,46.20000076
5669,2263,502,3,50.0,19.5,0.129999995,150.0,0.079999998,130.5,10.43999958
133427,53403,502,3,50.0,25.5,0.170000002,150.0,0.129999995,124.5,15.56000042
128201,51298,627,3,39.99000168,20.38999939,0.170000002,119.9700012,0.330000013,99.58000183,32.86000061
12307,4919,502,5,50.0,10.0,0.039999999,250.0,0.039999999,240.0,9.600000381
131580,52640,627,5,39.99000168,10.0,0.050000001,199.9499969,0.289999992,189.9499969,55.09000015
15921,6358,627,5,39.99000168,11.0,0.059999999,199.9499969,0.360000014,188.9499969,68.58999634
142841,57106,502,5,50.0,13.75,0.059999999,250.0,0.219999999,236.25,51.97999954
15634,6245,502,5,50.0,13.75,0.059999999,250.0,-0.100000001,236.25,-23.62999916
130341,52166,642,5,30.0,13.5,0.090000004,150.0,0.49000001,136.5,66.88999939
140494,56172,627,5,39.99000168,18.0,0.090000004,199.9499969,0.059999999,181.9499969,11.46000004
139611,55829,502,5,50.0,25.0,0.100000001,250.0,0.100000001,225.0,22.5
131161,52478,502,5,50.0,25.0,0.100000001,250.0,0.300000012,225.0,67.5
143183,57242,627,5,39.99000168,25.98999977,0.129999995,199.9499969,0.449999988,173.9600067,78.27999878
7805,3137,502,5,50.0,32.5,0.129999995,250.0,0.479999989,217.5,104.4000015
150464,60127,502,5,50.0,32.5,0.129999995,250.0,0.219999999,217.5,47.84999847
9521,3828,627,5,39.99000168,29.98999977,0.150000006,199.9499969,0.25999999,169.9600067,44.18999863
151122,60386,502,5,50.0,37.5,0.150000006,250.0,0.039999999,212.5,8.5
2420,973,627,5,39.99000168,31.98999977,0.159999996,199.9499969,0.5,167.9600067,83.98000336
145119,57999,502,5,50.0,42.5,0.170000002,250.0,0.340000004,207.5,70.13999939
136527,54585,502,5,50.0,42.5,0.170000002,250.0,0.349999994,207.5,72.62999725
144075,57598,502,5,50.0,50.0,0.200000003,250.0,-0.699999988,200.0,-140.0
135699,54274,502,5,50.0,50.0,0.200000003,250.0,-0.159999996,200.0,-32.59999847
151869,60673,627,5,39.99000168,49.99000168,0.25,199.9499969,0.460000008,149.9600067,68.98000336
148673,59387,502,5,50.0,62.5,0.25,250.0,-0.059999999,187.5,-11.81000042
131577,52640,502,5,50.0,62.5,0.25,250.0,0.280000001,187.5,52.5
24992,10007,502,5,50.0,62.5,0.25,250.0,0.49000001,187.5,91.87999725
139976,55984,818,5,47.99000168,2.400000095,0.01,239.9499969,0.129999995,237.5500031,29.69000053
131164,52478,825,5,31.98999977,6.400000095,0.039999999,159.9499969,0.479999989,153.5500031,73.69999695
146090,58375,306,5,89.98999786,53.99000168,0.119999997,449.9500122,-0.200000003,395.9599915,-79.19000244
141192,56448,977,5,29.98999977,25.48999977,0.170000002,149.9499969,0.280000001,124.4599991,34.84999847
20537,8221,44,5,59.99000168,15.0,0.050000001,299.9500122,0.25999999,284.9500122,74.08999634
145203,58034,191,5,99.98999786,0.0,0.0,499.9500122,0.300000012,499.9500122,149.9900055
5525,2203,191,5,99.98999786,5.0,0.01,499.9500122,-0.039999999,494.9500122,-18.80999947
132642,53069,191,5,99.98999786,15.0,0.029999999,499.9500122,0.289999992,484.9500122,140.6399994
150522,60146,191,5,99.98999786,20.0,0.039999999,499.9500122,0.079999998,479.9500122,36.0
138585,55409,191,5,99.98999786,20.0,0.039999999,499.9500122,0.379999995,479.9500122,179.9799957
21674,8678,191,5,99.98999786,25.0,0.050000001,499.9500122,-1.649999976,474.9500122,-783.6699829
19945,7980,191,5,99.98999786,25.0,0.050000001,499.9500122,0.419999987,474.9500122,199.4799957
143043,57185,191,5,99.98999786,50.0,0.100000001,499.9500122,-0.600000024,449.9599915,-269.9700012
21551,8636,191,5,99.98999786,50.0,0.100000001,499.9500122,-0.050000001,449.9599915,-22.5
153077,61192,251,5,89.98999786,112.4899979,0.25,449.9500122,0.180000007,337.4599915,59.06000137
139714,55876,365,5,59.99000168,0.0,0.0,299.9500122,0.469999999,299.9500122,140.9799957
133251,53331,365,5,59.99000168,3.0,0.01,299.9500122,0.280000001,296.9500122,81.66000366
129241,51725,365,5,59.99000168,3.0,0.01,299.9500122,0.059999999,296.9500122,18.40999985
131382,52562,365,5,59.99000168,6.0,0.02,299.9500122,0.109999999,293.9500122,33.22000122
149532,59754,365,5,59.99000168,9.0,0.029999999,299.9500122,0.090000004,290.9500122,25.30999947
133893,53574,365,5,59.99000168,12.0,0.039999999,299.9500122,-0.829999983,287.9500122,-239.8600006
989,399,365,5,59.99000168,16.5,0.059999999,299.9500122,-0.550000012,283.4500122,-155.8999939
127587,51050,191,1,99.98999786,13.0,0.129999995,99.98999786,0.460000008,86.98999786,40.02000046
114171,45680,403,1,129.9900055,2.599999905,0.02,129.9900055,0.349999994,127.3899994,44.59000015
107395,42992,403,1,129.9900055,11.69999981,0.090000004,129.9900055,0.49000001,118.2900009,57.95999908
103114,41304,403,1,129.9900055,13.0,0.100000001,129.9900055,0.25999999,116.9899979,30.42000008
114173,45680,365,1,59.99000168,10.80000019,0.180000007,59.99000168,0.5,49.18999863,24.60000038
110494,44253,403,1,129.9900055,26.0,0.200000003,129.9900055,0.469999999,103.9899979,48.88000107
115235,46098,957,1,299.980011,3.0,0.01,299.980011,0.0,296.980011,0.0
103115,41304,957,1,299.980011,6.0,0.02,299.980011,0.330000013,293.980011,95.54000092
174392,71077,1352,1,252.8800049,0.0,0.0,252.8800049,-0.200000003,252.8800049,-50.58000183
173018,69703,1349,1,452.0400085,4.519999981,0.01,452.0400085,0.270000011,447.519989,120.8300018
174427,71112,1352,1,252.8800049,2.529999971,0.01,252.8800049,0.100000001,250.3500061,25.04000092
173125,69810,1349,1,452.0400085,9.039999962,0.02,452.0400085,0.479999989,443.0,212.6399994
174407,71092,1352,1,252.8800049,7.590000153,0.029999999,252.8800049,0.280000001,245.2899933,68.68000031
172925,69610,1349,1,452.0400085,18.07999992,0.039999999,452.0400085,0.310000002,433.9599915,135.8300018
174315,71000,1352,1,252.8800049,12.64000034,0.050000001,252.8800049,0.330000013,240.2400055,78.08000183
174049,70734,1351,1,1500.0,82.5,0.059999999,1500.0,0.419999987,1417.5,595.3499756
172941,69626,1349,1,452.0400085,24.86000061,0.059999999,452.0400085,0.050000001,427.1799927,21.36000061
172797,69482,1349,1,452.0400085,24.86000061,0.059999999,452.0400085,0.5,427.1799927,213.5899963
174084,70769,1351,1,1500.0,105.0,0.07,1500.0,0.039999999,1395.0,55.79999924
172958,69643,1349,1,452.0400085,31.63999939,0.07,452.0400085,0.300000012,420.3999939,126.1200027
174366,71051,1352,1,252.8800049,22.76000023,0.090000004,252.8800049,0.029999999,230.1199951,6.900000095
172723,69408,1349,1,452.0400085,40.68000031,0.090000004,452.0400085,-0.680000007,411.3599854,-277.6700134
174438,71123,1352,1,252.8800049,22.76000023,0.090000004,252.8800049,0.460000008,230.1199951,105.8600006
173849,70534,1351,1,1500.0,135.0,0.090000004,1500.0,0.059999999,1365.0,86.0
172956,69641,1349,1,452.0400085,45.20000076,0.100000001,452.0400085,0.479999989,406.8399963,195.2799988
174275,70960,1352,1,252.8800049,25.29000092,0.100000001,252.8800049,0.100000001,227.5899963,22.76000023
173223,69908,1349,1,452.0400085,67.80999756,0.150000006,452.0400085,0.469999999,384.230011,180.5899963
174272,70957,1352,1,252.8800049,37.93000031,0.150000006,252.8800049,0.469999999,214.9499969,101.0299988
172952,69637,1349,1,452.0400085,72.33000183,0.159999996,452.0400085,0.310000002,379.7099915,118.8499985
174270,70955,1352,1,252.8800049,42.99000168,0.170000002,252.8800049,0.289999992,209.8899994,60.86999893
174234,70919,1352,1,252.8800049,42.99000168,0.170000002,252.8800049,0.349999994,209.8899994,73.45999908
174324,71009,1352,1,252.8800049,42.99000168,0.170000002,252.8800049,0.189999998,209.8899994,39.88000107
172968,69653,1349,1,452.0400085,81.37000275,0.180000007,452.0400085,0.479999989,370.6700134,177.9199982
172842,69527,1349,1,452.0400085,81.37000275,0.180000007,452.0400085,0.349999994,370.6700134,129.7400055
174395,71080,1352,1,252.8800049,45.52000046,0.180000007,252.8800049,0.300000012,207.3600006,62.20999908
173859,70544,1351,1,1500.0,300.0,0.200000003,1500.0,0.079999998,1200.0,90.0
172786,69471,1349,1,452.0400085,113.0100021,0.25,452.0400085,0.349999994,339.0299988,118.6600037
172188,68879,60,1,999.9899902,10.0,0.01,999.9899902,0.419999987,989.9899902,415.7999878
167987,67214,24,1,79.98999786,1.600000024,0.02,79.98999786,0.109999999,78.38999939,8.619999886
44493,17810,44,1,59.99000168,7.800000191,0.129999995,59.99000168,0.310000002,52.18999863,16.34000015
46997,18793,278,1,44.99000168,1.799999952,0.039999999,44.99000168,0.289999992,43.18999863,12.52999973
162715,65109,191,1,99.98999786,4.0,0.039999999,99.98999786,0.270000011,95.98999786,25.92000008
39186,15673,191,1,99.98999786,5.0,0.050000001,99.98999786,-0.140000001,94.98999786,-13.57999992
45455,18183,278,1,44.99000168,3.150000095,0.07,44.99000168,0.239999995,41.84000015,10.03999996
50536,20234,191,1,99.98999786,10.0,0.100000001,99.98999786,0.119999997,89.98999786,10.80000019
32867,13139,191,1,99.98999786,12.0,0.119999997,99.98999786,0.189999998,87.98999786,16.71999931
84424,33824,278,3,44.99000168,6.75,0.050000001,134.9700012,0.230000004,128.2200012,28.85000038
78398,31364,191,3,99.98999786,21.0,0.07,299.9700012,0.479999989,278.9700012,133.9100037
101052,40495,191,3,99.98999786,27.0,0.090000004,299.9700012,0.289999992,272.9700012,79.16000366
78396,31364,191,3,99.98999786,27.0,0.090000004,299.9700012,0.07,272.9700012,19.11000061
86191,34506,365,3,59.99000168,9.0,0.050000001,179.9700012,0.059999999,170.9700012,10.77000046
83892,33607,365,3,59.99000168,12.60000038,0.07,179.9700012,-1.700000048,167.3699951,-284.5299988
81596,32617,365,3,59.99000168,21.60000038,0.119999997,179.9700012,0.439999998,158.3699951,69.68000031
93579,37496,627,3,39.99000168,1.200000048,0.01,119.9700012,0.059999999,118.7699966,7.480000019
81595,32617,567,3,25.0,1.5,0.02,75.0,0.150000006,73.5,11.02999973
122703,49075,502,3,50.0,18.0,0.119999997,150.0,-0.189999998,132.0,-24.8199997
84425,33824,502,3,50.0,18.0,0.119999997,150.0,0.25,132.0,33.0
122700,49075,502,3,50.0,19.5,0.129999995,150.0,0.280000001,130.5,36.54000092
103905,41623,627,3,39.99000168,20.38999939,0.170000002,119.9700012,-0.769999981,99.58000183,-76.37000275
98043,39271,627,3,39.99000168,20.38999939,0.170000002,119.9700012,0.090000004,99.58000183,8.760000229
96337,38598,893,3,24.98999977,0.75,0.01,74.97000122,0.49000001,74.22000122,36.36999893
94445,37845,924,3,15.98999977,7.679999828,0.159999996,47.97000122,0.449999988,40.29000092,18.12999916
105703,42331,365,4,59.99000168,12.0,0.050000001,239.9600067,-0.059999999,227.9600067,-12.98999977
103211,41345,365,4,59.99000168,35.99000168,0.150000006,239.9600067,0.360000014,203.9700012,74.04000092
127882,51168,502,4,50.0,0.0,0.0,200.0,0.449999988,200.0,90.0
127881,51168,627,4,39.99000168,3.200000048,0.02,159.9600067,-0.01,156.7599945,-2.190000057
108885,43599,502,4,50.0,11.0,0.059999999,200.0,0.449999988,189.0,85.05000305
104591,41901,905,4,24.98999977,19.98999977,0.200000003,99.95999908,0.039999999,79.97000122,3.039999962
106706,42751,191,4,99.98999786,36.0,0.090000004,399.9599915,-0.730000019,363.9599915,-266.7900085
112591,45088,365,4,59.99000168,0.0,0.0,239.9600067,0.270000011,239.9600067,64.79000092
126156,50489,365,4,59.99000168,9.600000381,0.039999999,239.9600067,0.360000014,230.3600006,83.62000275
110862,44409,365,4,59.99000168,12.0,0.050000001,239.9600067,0.330000013,227.9600067,74.08999634
105115,42101,365,4,59.99000168,13.19999981,0.059999999,239.9600067,0.409999996,226.7599945,92.97000122
125992,50424,365,4,59.99000168,31.19000053,0.129999995,239.9600067,0.340000004,208.7700043,70.55999756
124562,49825,502,4,50.0,0.0,0.0,200.0,0.479999989,200.0,96.0
103083,41294,502,4,50.0,2.0,0.01,200.0,-0.730000019,198.0,-145.1300049
104898,42023,627,4,39.99000168,4.800000191,0.029999999,159.9600067,0.289999992,155.1600037,45.0
119464,47774,627,4,39.99000168,8.800000191,0.059999999,159.9600067,0.340000004,151.1600037,51.09000015
104416,41827,564,4,30.0,8.399999619,0.07,120.0,0.280000001,111.5999985,31.25
117955,47193,502,4,50.0,30.0,0.150000006,200.0,-2.700000048,170.0,-459.0
106390,42626,502,4,50.0,40.0,0.200000003,200.0,-1.549999952,160.0,-248.0
115493,46199,502,4,50.0,50.0,0.25,200.0,0.090000004,150.0,13.19999981
121217,48468,885,4,24.98999977,5.5,0.059999999,99.95999908,0.49000001,94.45999908,46.29000092
127490,51009,191,4,99.98999786,4.0,0.01,399.9599915,0.460000008,395.9599915,182.1399994
115564,46229,191,4,99.98999786,8.0,0.02,399.9599915,-0.670000017,391.9599915,-261.4400024
107084,42882,191,4,99.98999786,20.0,0.050000001,399.9599915,0.469999999,379.9599915,178.5800018
117074,46827,191,4,99.98999786,36.0,0.090000004,399.9599915,0.460000008,363.9599915,167.4199982
121737,48684,191,4,99.98999786,40.0,0.100000001,399.9599915,-0.209999993,359.9599915,-76.66999817
121735,48684,191,4,99.98999786,48.0,0.119999997,399.9599915,0.469999999,351.9599915,165.4199982
116042,46416,191,4,99.98999786,48.0,0.119999997,399.9599915,-0.230000004,351.9599915,-82.01000214
118360,47343,191,4,99.98999786,59.99000168,0.150000006,399.9599915,0.270000011,339.9700012,91.79000092
104060,41686,403,1,129.9900055,5.199999809,0.039999999,129.9900055,0.330000013,124.7900009,40.56000137
104577,41896,403,1,129.9900055,5.199999809,0.039999999,129.9900055,0.330000013,124.7900009,41.18000031
70443,28168,365,1,59.99000168,3.0,0.050000001,59.99000168,0.479999989,56.99000168,27.36000061
62621,24992,403,1,129.9900055,6.5,0.050000001,129.9900055,0.209999993,123.4899979,26.05999947
77102,30851,403,1,129.9900055,6.5,0.050000001,129.9900055,0.25999999,123.4899979,32.47999954
62834,25074,403,1,129.9900055,6.5,0.050000001,129.9900055,0.289999992,123.4899979,35.81000137
180185,76870,1363,1,215.8200073,10.78999996,0.050000001,215.8200073,0.5,205.0299988,102.5100021
63064,25163,403,1,129.9900055,6.5,0.050000001,129.9900055,0.129999995,123.4899979,15.43999958
70143,28036,403,1,129.9900055,6.5,0.050000001,129.9900055,0.039999999,123.4899979,4.570000172
56759,22679,403,1,129.9900055,6.5,0.050000001,129.9900055,0.5,123.4899979,61.75
59059,23610,403,1,129.9900055,6.5,0.050000001,129.9900055,0.310000002,123.4899979,38.65000153
106946,42828,365,1,59.99000168,3.0,0.050000001,59.99000168,0.25,56.99000168,14.25
104576,41896,403,1,129.9900055,6.5,0.050000001,129.9900055,-0.050000001,123.4899979,-6.170000076
121833,48713,403,1,129.9900055,6.5,0.050000001,129.9900055,0.159999996,123.4899979,20.12999916
114148,45668,403,1,129.9900055,6.5,0.050000001,129.9900055,0.439999998,123.4899979,54.34000015
178111,74796,1353,1,461.480011,25.37999916,0.059999999,461.480011,0.100000001,436.1000061,43.61000061
69867,27918,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.349999994,122.8399963,42.99000168
75233,30097,365,1,59.99000168,3.299999952,0.059999999,59.99000168,0.349999994,56.68999863,19.84000015
77398,30966,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.439999998,122.8399963,54.04999924
75154,30063,403,1,129.9900055,7.150000095,0.059999999,129.9900055,-1.5,122.8399963,-184.2599945
55063,22019,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.330000013,122.8399963,39.91999817
60624,24230,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.340000004,122.8399963,41.52000046
121830,48713,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.079999998,122.8399963,9.210000038
105750,42353,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.100000001,122.8399963,12.27999973
114147,45668,403,1,129.9900055,7.150000095,0.059999999,129.9900055,0.300000012,122.8399963,36.84999847
105206,42134,403,1,129.9900055,9.100000381,0.07,129.9900055,0.5,120.8899994,60.45000076
53808,21522,403,1,129.9900055,9.100000381,0.07,129.9900055,-0.239999995,120.8899994,-29.37999916
59474,23767,403,1,129.9900055,9.100000381,0.07,129.9900055,0.129999995,120.8899994,15.10999966
63711,25433,403,1,129.9900055,9.100000381,0.07,129.9900055,-0.879999995,120.8899994,-105.7799988
177208,73893,1363,1,215.8200073,15.10999966,0.07,215.8200073,0.360000014,200.7100067,72.86000061
75205,30085,365,1,59.99000168,4.199999809,0.07,59.99000168,0.479999989,55.79000092,26.78000069
75410,30172,403,1,129.9900055,9.100000381,0.07,129.9900055,0.25999999,120.8899994,31.79000092
68790,27478,403,1,129.9900055,9.100000381,0.07,129.9900055,0.059999999,120.8899994,7.619999886
180291,76976,1363,1,215.8200073,15.10999966,0.07,215.8200073,0.310000002,200.7100067,62.8199997
60210,24063,403,1,129.9900055,9.100000381,0.07,129.9900055,-1.549999952,120.8899994,-187.3800049
127964,51209,403,1,129.9900055,9.100000381,0.07,129.9900055,0.25999999,120.8899994,31.43000031
177154,73839,1363,1,215.8200073,15.10999966,0.07,215.8200073,-0.699999988,200.7100067,-140.5
178038,74723,1353,1,461.480011,32.29999924,0.07,461.480011,0.090000004,429.1799927,37.77000046
67197,26821,403,1,129.9900055,9.100000381,0.07,129.9900055,-1.600000024,120.8899994,-193.4299927
180417,77102,1363,1,215.8200073,15.10999966,0.07,215.8200073,0.379999995,200.7100067,76.26999664
103859,41608,403,1,129.9900055,9.100000381,0.07,129.9900055,0.100000001,120.8899994,12.09000015
117478,47009,403,1,129.9900055,9.100000381,0.07,129.9900055,0.270000011,120.8899994,32.63999939
124787,49916,403,1,129.9900055,11.69999981,0.090000004,129.9900055,0.209999993,118.2900009,24.84000015
74420,29746,365,1,59.99000168,5.400000095,0.090000004,59.99000168,0.109999999,54.59000015,6.170000076
175848,72533,1357,1,210.8500061,18.97999954,0.090000004,210.8500061,0.49000001,191.8699951,94.01999664
121561,48608,502,5,50.0,25.0,0.100000001,250.0,0.100000001,225.0,22.5
113719,45506,502,5,50.0,30.0,0.119999997,250.0,0.07,220.0,15.39999962
112427,45027,627,5,39.99000168,25.98999977,0.129999995,199.9499969,0.300000012,173.9600067,52.18999863
115752,46308,627,5,39.99000168,29.98999977,0.150000006,199.9499969,0.5,169.9600067,84.98000336
109111,43685,502,5,50.0,40.0,0.159999996,250.0,0.310000002,210.0,65.73000336
104569,41893,502,5,50.0,42.5,0.170000002,250.0,0.340000004,207.5,70.13999939
115856,46339,502,5,50.0,42.5,0.170000002,250.0,0.270000011,207.5,56.02999878
116672,46667,502,5,50.0,42.5,0.170000002,250.0,0.059999999,207.5,12.86999989
119125,47647,502,5,50.0,45.0,0.180000007,250.0,0.310000002,205.0,64.16999817
121445,48565,502,5,50.0,45.0,0.180000007,250.0,0.49000001,205.0,100.4499969
109614,43889,502,5,50.0,45.0,0.180000007,250.0,0.349999994,205.0,71.75
